full_name,team_logo_espn,first_td_times,first_td_rush,first_td_pass,teamTDperc,season,offense
Tyler Conklin,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,1,0,1,0.16666666666666666,2022,NYJ
Tyler Higbee,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,0,1,0.09090909090909091,2019,LA
Tyler Higbee,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,0,1,0.1111111111111111,2020,LA
Tyler Higbee,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,0,1,0.1111111111111111,2022,LA
Tyler Higbee,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,0,1,0.2,2023,LA
Tyler Huntley,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,1,1,0,0.08333333333333333,2022,BAL
Tyquan Thornton,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,1,0,1,0.125,2022,NE
Tyrann Mathieu,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,1,0,0,0.07142857142857142,2021,KC
Tyrann Mathieu,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,1,0,0,0.2,2023,NO
Tyree Jackson,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,1,0,1,0.14285714285714285,2021,PHI
Tyrod Taylor,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,1,1,0,0.125,2021,HOU
Van Jefferson,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,1,0,1,0.07692307692307693,2021,LA
Vernon Davis,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,1,0,1,0.16666666666666666,2019,WAS
Vernon Hargreaves III,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,1,0,0,0.1,2019,TB
Wayne Gallman,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,1,0,1,0.14285714285714285,2019,NYG
Willie Snead,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,1,0,1,0.1,2020,BAL
Xavien Howard,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,1,0,0,0.09090909090909091,2021,MIA
Xavier Rhodes,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,1,0,0,0.09090909090909091,2020,IND
Zach Allen,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,1,0,0,0.08333333333333333,2021,ARI
Zach Ertz,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,1,0,1,0.08333333333333333,2021,ARI
Zach Ertz,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,1,0,1,0.16666666666666666,2019,PHI
Zach Ertz,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,1,0,1,0.16666666666666666,2020,PHI
Zach Sieler,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,1,0,0,0.14285714285714285,2023,MIA
Zach Wilson,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,1,1,0,0.16666666666666666,2021,NYJ
Zach Wilson,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,1,0,1,0.16666666666666666,2022,NYJ
Zack Moss,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,1,1,0,0.16666666666666666,2023,IND
Zay Jones,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,1,0,1,0.125,2022,JAX
Zay Jones,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,1,0,1,0.1111111111111111,2023,JAX
